Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2022,II,Catasetum fuchsii,,Orchidales,Orchidaceae,Catasetum,IT,BR,,,7,live,Number of specimens,T,A
2022,II,Catasetum galeritum,,Orchidales,Orchidaceae,Catasetum,IT,BR,,,10,live,Number of specimens,T,A
2022,II,Catasetum hybrid,,Orchidales,Orchidaceae,Catasetum,IT,BR,,,20,live,Number of specimens,T,A
2022,II,Catasetum juruenense,,Orchidales,Orchidaceae,Catasetum,IT,BR,,,7,live,Number of specimens,T,A
2022,II,Catasetum lanciferum,,Orchidales,Orchidaceae,Catasetum,IT,BR,,,7,live,Number of specimens,T,A
2022,II,Catasetum macrocarpum,,Orchidales,Orchidaceae,Catasetum,IT,BR,,,7,live,Number of specimens,T,A
2022,II,Catasetum matogrossense,,Orchidales,Orchidaceae,Catasetum,IT,BR,,,5,live,Number of specimens,T,A
2022,II,Catasetum multifidum,,Orchidales,Orchidaceae,Catasetum,IT,BR,,,5,live,Number of specimens,T,A
2022,II,Catasetum parguazense,,Orchidales,Orchidaceae,Catasetum,IT,BR,,,10,live,Number of specimens,T,A
2022,II,Catasetum pileatum,,Orchidales,Orchidaceae,Catasetum,IT,BR,,,20,live,Number of specimens,T,A
2022,II,Catasetum planiceps,,Orchidales,Orchidaceae,Catasetum,IT,BR,,,5,live,Number of specimens,T,A
2022,II,Catasetum rondonense,,Orchidales,Orchidaceae,Catasetum,IT,BR,,,5,live,Number of specimens,T,A
2022,II,Catasetum rooseveltianum,,Orchidales,Orchidaceae,Catasetum,IT,BR,,,5,live,Number of specimens,T,A
2022,II,Catasetum sanguineum,,Orchidales,Orchidaceae,Catasetum,IT,BR,,,7,live,Number of specimens,T,A
2022,II,Cattleya spp.,,Orchidales,Orchidaceae,Cattleya,IT,BR,,251,,live,Number of specimens,T,A
2022,II,Cattleya spp.,,Orchidales,Orchidaceae,Cattleya,IT,TH,,720,,live,Number of specimens,T,A
2022,II,Cattleya aclandiae,,Orchidales,Orchidaceae,Cattleya,IT,BR,,,31,live,Number of specimens,T,A
2022,II,Cattleya alaorii,,Orchidales,Orchidaceae,Cattleya,IT,BR,,,23,live,Number of specimens,T,A
2022,II,Cattleya araguaiensis,,Orchidales,Orchidaceae,Cattleya,IT,BR,,,10,live,Number of specimens,T,A
2022,II,Cattleya brevipedunculata,,Orchidales,Orchidaceae,Cattleya,IT,BR,,,70,live,Number of specimens,T,A
2022,II,Cattleya caulescens,,Orchidales,Orchidaceae,Cattleya,IT,BR,,,10,live,Number of specimens,T,A
2022,II,Cattleya cernua,,Orchidales,Orchidaceae,Cattleya,IT,BR,,,50,live,Number of specimens,T,A
2022,II,Cattleya coccinea,,Orchidales,Orchidaceae,Cattleya,IT,BR,,,60,live,Number of specimens,T,A
2022,II,Cattleya crispata,,Orchidales,Orchidaceae,Cattleya,IT,BR,,,30,live,Number of specimens,T,A
2022,II,Cattleya hybrid,,Orchidales,Orchidaceae,Cattleya,IT,BR,,,160,live,Number of specimens,T,A
2022,II,Cattleya hybrid,,Orchidales,Orchidaceae,Cattleya,IT,TH,,,720,live,Number of specimens,T,A
2022,II,Cattleya labiata,,Orchidales,Orchidaceae,Cattleya,IT,BR,,,20,live,Number of specimens,T,A
2022,II,Cattleya pygmaea,,Orchidales,Orchidaceae,Cattleya,IT,BR,,,30,live,Number of specimens,T,A
2022,II,Cattleya schilleriana,,Orchidales,Orchidaceae,Cattleya,IT,BR,,,34,live,Number of specimens,T,A
2022,II,Chiloschista extinctoriformis,,Orchidales,Orchidaceae,Chiloschista,IT,TH,,,1,live,Number of specimens,T,A
2022,II,Chiloschista hybrid,,Orchidales,Orchidaceae,Chiloschista,IT,TH,,,2,live,Number of specimens,T,A
2022,II,Chiloschista usneoides,,Orchidales,Orchidaceae,Chiloschista,IT,TH,,,1,live,Number of specimens,T,A
2022,II,Cirrhaea dependens,,Orchidales,Orchidaceae,Cirrhaea,IT,BR,,,10,live,Number of specimens,T,A
2022,II,Clowesia spp.,,Orchidales,Orchidaceae,Clowesia,IT,BR,,60,,live,Number of specimens,T,A
2022,II,Clowesia amazonica,,Orchidales,Orchidaceae,Clowesia,IT,BR,,,10,live,Number of specimens,T,A
2022,II,Clowesia glaucoglossa,,Orchidales,Orchidaceae,Clowesia,IT,BR,,,10,live,Number of specimens,T,A
2022,II,Clowesia rosea,,Orchidales,Orchidaceae,Clowesia,IT,BR,,,20,live,Number of specimens,T,A
2022,II,Clowesia russelliana,,Orchidales,Orchidaceae,Clowesia,IT,BR,,,10,live,Number of specimens,T,A
2022,II,Clowesia warczewitzii,,Orchidales,Orchidaceae,Clowesia,IT,BR,,,10,live,Number of specimens,T,A
2022,II,Constantia cristinae,,Orchidales,Orchidaceae,Constantia,IT,BR,,,15,live,Number of specimens,T,A
2022,II,Crepidium klimkoanum,,Orchidales,Orchidaceae,Crepidium,IT,TH,,,1,live,Number of specimens,T,A
2022,II,Cycnoches spp.,,Orchidales,Orchidaceae,Cycnoches,IT,BR,,64,,live,Number of specimens,T,A
2022,II,Cycnoches egertonianum,,Orchidales,Orchidaceae,Cycnoches,IT,BR,,,10,live,Number of specimens,T,A
2022,II,Cycnoches hybrid,,Orchidales,Orchidaceae,Cycnoches,IT,BR,,,19,live,Number of specimens,T,A
2022,II,Cycnoches loddigesii,,Orchidales,Orchidaceae,Cycnoches,IT,BR,,,10,live,Number of specimens,T,A
2022,II,Cycnoches manoelae,,Orchidales,Orchidaceae,Cycnoches,IT,BR,,,10,live,Number of specimens,T,A
2022,II,Cycnoches pentadactylon,,Orchidales,Orchidaceae,Cycnoches,IT,BR,,,15,live,Number of specimens,T,A
2022,II,Cymbidium goeringii,,Orchidales,Orchidaceae,Cymbidium,IT,JP,,,1,live,Number of specimens,T,A
2022,II,Dendrobium spp.,,Orchidales,Orchidaceae,Dendrobium,IT,BR,,50,,live,Number of specimens,T,A
2022,II,Dendrobium hybrid,,Orchidales,Orchidaceae,Dendrobium,IT,BR,,,10,live,Number of specimens,T,A
2022,II,Dendrobium jenkinsii,,Orchidales,Orchidaceae,Dendrobium,IT,BR,,,15,live,Number of specimens,T,A
2022,II,Dendrobium lindleyi,,Orchidales,Orchidaceae,Dendrobium,IT,BR,,,10,live,Number of specimens,T,A
2022,II,Dendrobium sanderae,,Orchidales,Orchidaceae,Dendrobium,IT,BR,,,10,live,Number of specimens,T,A
2022,II,Dendrobium secundum,,Orchidales,Orchidaceae,Dendrobium,IT,BR,,,5,live,Number of specimens,T,A
2022,II,Gastrodia elata,,Orchidales,Orchidaceae,Gastrodia,IT,CN,,15,,extract,kg,T,A
2022,II,Guarianthe laelioides,,Orchidales,Orchidaceae,Guarianthe,IT,BR,,,10,live,Number of specimens,T,A
2022,II,Ipsea thailandica,,Orchidales,Orchidaceae,Ipsea,IT,TH,,,2,live,Number of specimens,T,A
2022,II,Isabelia spp.,,Orchidales,Orchidaceae,Isabelia,IT,BR,,20,,live,Number of specimens,T,A
2022,II,Isabelia pulchella,,Orchidales,Orchidaceae,Isabelia,IT,BR,,,20,live,Number of specimens,T,A
2022,II,Laelia spp.,,Orchidales,Orchidaceae,Laelia,IT,BR,,106,,live,Number of specimens,T,A
2022,II,Laelia anceps,,Orchidales,Orchidaceae,Laelia,IT,BR,,,10,live,Number of specimens,T,A
2022,II,Laelia hybrid,,Orchidales,Orchidaceae,Laelia,IT,BR,,,74,live,Number of specimens,T,A
2022,II,Leptotes spp.,,Orchidales,Orchidaceae,Leptotes,IT,BR,,10,,live,Number of specimens,T,A
2022,II,Leptotes bicolor,,Orchidales,Orchidaceae,Leptotes,IT,BR,,,10,live,Number of specimens,T,A
2022,II,Maxillaria spp.,,Orchidales,Orchidaceae,Maxillaria,IT,BR,,20,,live,Number of specimens,T,A
2022,II,Maxillaria schunkeana,,Orchidales,Orchidaceae,Maxillaria,IT,BR,,,20,live,Number of specimens,T,A
2022,II,Miltonia spp.,,Orchidales,Orchidaceae,Miltonia,IT,BR,,25,,live,Number of specimens,T,A
2022,II,Miltonia hybrid,,Orchidales,Orchidaceae,Miltonia,IT,BR,,,25,live,Number of specimens,T,A
2022,II,Oncidium spp.,,Orchidales,Orchidaceae,Oncidium,IT,BR,,10,,live,Number of specimens,T,A
2022,II,Ornithocephalus myrticola,,Orchidales,Orchidaceae,Ornithocephalus,IT,BR,,,20,live,Number of specimens,T,A
2022,II,Rodriguezia bracteata,,Orchidales,Orchidaceae,Rodriguezia,IT,BR,,,15,live,Number of specimens,T,A
2022,II,Schoenorchis scolopendria,,Orchidales,Orchidaceae,Schoenorchis,IT,TH,,,1,live,Number of specimens,T,A
2022,II,Sophronitis spp.,,Orchidales,Orchidaceae,Sophronitis,IT,BR,,162,,live,Number of specimens,T,A
2022,II,Stanhopea spp.,,Orchidales,Orchidaceae,Stanhopea,IT,BR,,20,,live,Number of specimens,T,A
2022,II,Stanhopea guttulata,,Orchidales,Orchidaceae,Stanhopea,IT,BR,,,10,live,Number of specimens,T,A
2022,II,Stanhopea tigrina,,Orchidales,Orchidaceae,Stanhopea,IT,BR,,,10,live,Number of specimens,T,A
2022,II,Trichocentrum cepula,,Orchidales,Orchidaceae,Trichocentrum,IT,BR,,,10,live,Number of specimens,T,A
2022,II,Vanda falcata,,Orchidales,Orchidaceae,Vanda,IT,JP,,,80,live,Number of specimens,T,A
2022,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,IT,AU,,76,66,live,Number of specimens,T,W
2022,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,IT,ID,,70,270,live,Number of specimens,T,F
2022,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,IT,ID,,12,,live,Number of specimens,T,W
2022,II,Mycedium spp.,Anthozoa,Scleractinia,Pectiniidae,Mycedium,IT,ID,,3,8,live,Number of specimens,T,F
2022,II,Mycedium elephantotus,Anthozoa,Scleractinia,Pectiniidae,Mycedium,IT,ID,,8,30,live,Number of specimens,T,F
2022,II,Mycedium elephantotus,Anthozoa,Scleractinia,Pectiniidae,Mycedium,IT,ID,,6,,live,Number of specimens,T,W
2022,II,Mycedium robokaki,Anthozoa,Scleractinia,Pectiniidae,Mycedium,IT,ID,,15,50,live,Number of specimens,T,F
2022,II,Mycedium robokaki,Anthozoa,Scleractinia,Pectiniidae,Mycedium,IT,ID,,5,,live,Number of specimens,T,W
2022,II,Oxypora spp.,Anthozoa,Scleractinia,Pectiniidae,Oxypora,IT,ID,,12,20,live,Number of specimens,T,F
2022,II,Oxypora spp.,Anthozoa,Scleractinia,Pectiniidae,Oxypora,IT,ID,,16,,live,Number of specimens,T,W
2022,II,Pectinia spp.,Anthozoa,Scleractinia,Pectiniidae,Pectinia,IT,AU,,6,,live,Number of specimens,T,W
2022,II,Pectinia spp.,Anthozoa,Scleractinia,Pectiniidae,Pectinia,IT,ID,,29,32,live,Number of specimens,T,F
2022,II,Pectinia spp.,Anthozoa,Scleractinia,Pectiniidae,Pectinia,IT,ID,,6,,live,Number of specimens,T,W
2022,II,Pectinia alcicornis,Anthozoa,Scleractinia,Pectiniidae,Pectinia,IT,AU,,,6,live,Number of specimens,T,W
2022,II,Kogia breviceps,Mammalia,Cetacea,Physeteridae,Kogia,IT,LK,,,250,specimens,g,S,W
2022,II,Pocillopora spp.,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,IT,AU,,6,6,live,Number of specimens,T,W
2022,II,Pocillopora spp.,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,IT,ID,,59,140,live,Number of specimens,T,F
2022,II,Pocillopora eydouxi,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,IT,SB,,919,,raw corals,Number of specimens,T,W
2022,II,Pocillopora meandrina,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,IT,SB,,507,,raw corals,Number of specimens,T,W
2022,II,Seriatopora spp.,Anthozoa,Scleractinia,Pocilloporidae,Seriatopora,IT,ID,,78,191,live,Number of specimens,T,F
2022,II,Seriatopora hystrix,Anthozoa,Scleractinia,Pocilloporidae,Seriatopora,IT,SB,,856,,raw corals,Number of specimens,T,W
2022,II,Stylophora spp.,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,IT,ID,,110,164,live,Number of specimens,T,F
2022,II,Alveopora spp.,Anthozoa,Scleractinia,Poritidae,Alveopora,IT,AU,,24,31,live,Number of specimens,T,W
2022,II,Alveopora spp.,Anthozoa,Scleractinia,Poritidae,Alveopora,IT,ID,,112,360,live,Number of specimens,T,F
2022,II,Alveopora gigas,Anthozoa,Scleractinia,Poritidae,Alveopora,IT,AU,,1,,live,Number of specimens,T,W
2022,II,Goniopora spp.,Anthozoa,Scleractinia,Poritidae,Goniopora,IT,AU,,252,271,live,Number of specimens,T,W
2022,II,Goniopora spp.,Anthozoa,Scleractinia,Poritidae,Goniopora,IT,ID,,20,,live,Number of specimens,T,C
2022,II,Goniopora spp.,Anthozoa,Scleractinia,Poritidae,Goniopora,IT,ID,,494,669,live,Number of specimens,T,F
2022,II,Goniopora spp.,Anthozoa,Scleractinia,Poritidae,Goniopora,IT,ID,,105,,live,Number of specimens,T,W
2022,II,Goniopora lobata,Anthozoa,Scleractinia,Poritidae,Goniopora,IT,ID,,73,,live,Number of specimens,T,W
2022,II,Goniopora stokesi,Anthozoa,Scleractinia,Poritidae,Goniopora,IT,AU,,35,79,live,Number of specimens,T,W
2022,II,Goniopora stokesi,Anthozoa,Scleractinia,Poritidae,Goniopora,IT,ID,,56,,live,Number of specimens,T,W
2022,II,Porites spp.,Anthozoa,Scleractinia,Poritidae,Porites,IT,AU,,15,,live,Number of specimens,T,W
2022,II,Porites spp.,Anthozoa,Scleractinia,Poritidae,Porites,IT,ID,,24,50,live,Number of specimens,T,F
2022,II,Porites spp.,Anthozoa,Scleractinia,Poritidae,Porites,IT,ID,,10,,live,Number of specimens,T,W
2022,II,Porites cylindrica,Anthozoa,Scleractinia,Poritidae,Porites,IT,AU,,,15,live,Number of specimens,T,W
2022,II,Agapornis fischeri,Aves,Psittaciformes,Psittacidae,Agapornis,IT,RU,ID,,1,live,,P,F
2022,II,Agapornis nigrigenis,Aves,Psittaciformes,Psittacidae,Agapornis,IT,CH,,,2,live,Number of specimens,P,C
2022,II,Agapornis nigrigenis,Aves,Psittaciformes,Psittacidae,Agapornis,IT,CH,,,3,live,Number of specimens,Q,C
2022,II,Amazona aestiva,Aves,Psittaciformes,Psittacidae,Amazona,IT,BR,,3,3,live,Number of specimens,P,C
2022,II,Amazona amazonica,Aves,Psittaciformes,Psittacidae,Amazona,IT,US,,,1,live,Number of specimens,P,O
2022,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,IT,PA,,,1,live,,P,W
2022,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,IT,BR,IT,,1,live,Number of specimens,P,C
2022,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,IT,QA,ZA,,2,live,Number of specimens,P,C
2022,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,IT,US,,,1,live,Number of specimens,P,F
2022,II,Ara hybrid,Aves,Psittaciformes,Psittacidae,Ara,IT,US,,,1,live,Number of specimens,P,F
2022,II,Aratinga solstitialis,Aves,Psittaciformes,Psittacidae,Aratinga,IT,AE,ZA,1,1,live,Number of specimens,P,C
2022,II,Forpus coelestis,Aves,Psittaciformes,Psittacidae,Forpus,IT,CH,,,2,live,Number of specimens,Q,C
2022,II,Forpus passerinus,Aves,Psittaciformes,Psittacidae,Forpus,IT,CH,,,5,live,Number of specimens,Q,C
2022,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,IT,CH,,,3,live,Number of specimens,Q,C
2022,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,IT,CH,,,2,live,Number of specimens,P,C
2022,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,IT,CH,,,8,live,Number of specimens,Q,C
2022,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,IT,CH,,,2,live,Number of specimens,Q,C
2022,II,Pionus menstruus,Aves,Psittaciformes,Psittacidae,Pionus,IT,PA,,,1,live,,P,W
2022,II,Platycercus eximius,Aves,Psittaciformes,Psittacidae,Platycercus,IT,CH,,,2,live,Number of specimens,Q,C
2022,II,Platycercus icterotis,Aves,Psittaciformes,Psittacidae,Platycercus,IT,CH,,,1,live,Number of specimens,Q,C
2022,II,Poicephalus senegalus,Aves,Psittaciformes,Psittacidae,Poicephalus,IT,US,,1,1,live,Number of specimens,P,F
2022,II,Polytelis alexandrae,Aves,Psittaciformes,Psittacidae,Polytelis,IT,CH,,,2,live,Number of specimens,P,C
2022,II,Polytelis alexandrae,Aves,Psittaciformes,Psittacidae,Polytelis,IT,CH,,,2,live,Number of specimens,Q,C
2022,II,Polytelis anthopeplus,Aves,Psittaciformes,Psittacidae,Polytelis,IT,CH,,,1,live,Number of specimens,Q,C
2022,II,Polytelis swainsonii,Aves,Psittaciformes,Psittacidae,Polytelis,IT,CH,,,1,live,Number of specimens,Q,C
2022,II,Psittacula eupatria,Aves,Psittaciformes,Psittacidae,Psittacula,IT,BR,IT,,1,live,Number of specimens,P,C
2022,II,Pyrrhura lepida,Aves,Psittaciformes,Psittacidae,Pyrrhura,IT,IL,,,1,live,Number of specimens,P,F
2022,II,Pyrrhura rupicola,Aves,Psittaciformes,Psittacidae,Pyrrhura,IT,CH,,,2,live,Number of specimens,P,C
2022,II,Pteropus vampyrus,Mammalia,Chiroptera,Pteropodidae,Pteropus,IT,ID,,,10,live,Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,AE,ID,3,7,leather products (small),Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,AE,ID,,4,skins,Number of specimens,P,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,AE,ID,4,,skins,Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,AE,VN,,2,leather products (small),Number of specimens,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,AU,ID,1,2,leather products (small),Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,BR,MY,2,,leather products (small),Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,CH,ID,25,24,leather products (small),Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,CH,MY,4,4,garments,Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,CH,TH,1,1,leather products (small),Number of specimens,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,CH,VN,1,1,garments,Number of specimens,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,CH,VN,43,21,leather products (small),Number of specimens,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,CN,ID,21,,leather products (small),Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,CN,MY,5,,leather products (small),Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,CN,VN,19,,leather products (small),Number of specimens,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,CN,VN,16,,leather products (small),Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,GB,ID,2,1,leather products (small),Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,GB,MY,3,1,leather products (small),Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,GB,VN,1,1,leather products (small),Number of specimens,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,HK,ID,,17,leather products (small),Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,HK,MY,,3,leather products (small),Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,HK,VN,,11,leather products (small),Number of specimens,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,ID,ID,10,,skins,Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,ID,ID,5,,skin pieces,Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,ID,,135,135,leather products (small),Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,ID,,3334,5053,skins,Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,JP,ID,1,3,leather products (small),Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,JP,VN,,24,leather products (small),Number of specimens,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,KR,MY,1,1,leather products (small),Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,KW,ID,9,,leather products (small),Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,KW,ID,,1,leather products (small),,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,KW,ID,,1,leather products (small),,T,R
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,KW,LA,2,,leather products (small),Number of specimens,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,KW,MY,3,,leather products (small),Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,KW,MY,,2,leather products (small),,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,KW,VN,5,,leather products (small),Number of specimens,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,KW,VN,,2,leather products (small),,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,MC,ID,,32,leather products (small),,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,MC,LA,1,,leather products (small),Number of specimens,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,MC,VN,,1,leather products (small),,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,MY,ID,,2,leather products (small),Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,MY,VN,,6,leather products (small),Number of specimens,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,NZ,ID,,1,leather products (small),Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,PA,ID,3,,leather products (small),Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,PA,ID,,6,leather products (small),,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,PA,VN,2,,leather products (small),Number of specimens,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,PA,VN,,3,leather products (small),,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,QA,ID,,2,leather products (small),Number of specimens,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,QA,ID,3,8,leather products (small),Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,QA,LA,,26,leather products (small),Number of specimens,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,QA,MY,,2,leather products (small),Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,QA,VN,,61,leather products (small),Number of specimens,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,RU,MY,,1,garments,,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,RU,MY,,1,garments,,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,RU,MY,,1,leather products (small),,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,RU,VN,,1,leather products (small),,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,SG,ID,2,2,garments,Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,SG,ID,13,17,leather products (small),Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,SG,ID,700,1900,skins,Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,SG,LA,4,4,leather products (small),Number of specimens,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,SG,MY,,1,leather products (small),Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,SG,VN,8,14,leather products (small),Number of specimens,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,SG,VN,50,900,skins,Number of specimens,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,TH,,2019,2019,skins,Number of specimens,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,TW,ID,2,,leather products (small),Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,US,ID,1,1,leather products (small),Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,US,ID,,6,skins,Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,US,ID,,5,skin pieces,Number of specimens,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,US,VN,1,,leather products (small),Number of specimens,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,VN,,3323,2100,skins,Number of specimens,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,ZA,VN,,1,leather products (small),,T,C
2022,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,IT,AE,VN,2,1,garments,Number of specimens,T,C
2022,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,IT,AE,VN,220,242,leather products (small),Number of specimens,T,C
2022,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,IT,CH,CN,1,2,leather products (small),Number of specimens,T,C
2022,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,IT,CH,VN,30,37,leather products (small),Number of specimens,T,C
